Surface,Court,ranking_diff,AvgW,AvgL,win
Hard,Outdoor,62,1.7,2.12,1
Hard,Outdoor,-371,1.14,5.46,1
Hard,Outdoor,-21,2.32,1.59,0
Hard,Outdoor,-94,1.06,8.86,1
Hard,Outdoor,90,8.93,1.06,0
Hard,Outdoor,25,1.63,2.26,1
Hard,Outdoor,85,21.14,1.01,0
Hard,Outdoor,22,4.32,1.21,0
Hard,Outdoor,41,8.14,1.07,0
Hard,Outdoor,-31,1.32,3.32,0
Hard,Outdoor,-95,2.08,1.73,1
Hard,Outdoor,28,2.52,1.51,1
Hard,Outdoor,40,1.89,1.88,1
Hard,Outdoor,-44,1.58,2.34,1
Hard,Outdoor,-29,1.22,4.14,1
Hard,Outdoor,-97,1.05,9.75,1
Hard,Outdoor,-510,1.54,2.44,1
Hard,Outdoor,408,10.53,1.04,0
Hard,Outdoor,113,2.04,1.76,0
Hard,Outdoor,22,2.47,1.53,0
Hard,Outdoor,9,1.91,1.86,1
Hard,Outdoor,-26,2.17,1.67,0
Hard,Outdoor,-36,1.09,7.21,1
Hard,Outdoor,-15,1.61,2.28,1
Hard,Outdoor,40,3.53,1.29,0
Hard,Outdoor,90,3.02,1.37,1
Hard,Outdoor,-19,1.44,2.72,1
Hard,Outdoor,-16,1.85,1.92,0
Hard,Outdoor,3,2.87,1.4,0
Hard,Outdoor,12,1.31,3.37,1
Hard,Outdoor,94,4.98,1.17,0
Hard,Outdoor,-91,1.44,2.75,1
Hard,Outdoor,161,5.27,1.15,0
Hard,Outdoor,-99,1.79,1.98,1
Hard,Outdoor,50,3.24,1.33,0
Hard,Outdoor,-55,1.33,3.3,0
Hard,Outdoor,-52,1.37,3.04,1
Hard,Outdoor,17,1.51,2.51,1
Hard,Outdoor,-122,1.07,8.6,1
Hard,Outdoor,74,1.51,2.53,0
Hard,Outdoor,-54,1.57,2.37,0
Hard,Outdoor,-121,1.33,3.26,0
Hard,Outdoor,-81,1.1,6.69,1
Hard,Outdoor,34,3.64,1.27,0
Hard,Outdoor,-76,1.05,9.74,1
Hard,Outdoor,56,2.64,1.47,1
Hard,Outdoor,-58,1.24,3.95,1
Hard,Outdoor,-210,1.2,4.36,1
Hard,Outdoor,109,18.41,1.01,0
Hard,Outdoor,39,1.85,1.93,0
Hard,Outdoor,32,2.54,1.5,0
Hard,Outdoor,72,3.72,1.27,0
Hard,Outdoor,76,6.78,1.1,0
Hard,Outdoor,50,4.07,1.23,0
Hard,Outdoor,71,4.58,1.19,0
Hard,Outdoor,-98,1.22,4.16,1
Hard,Outdoor,88,2.78,1.43,1
Hard,Outdoor,-90,1.19,4.6,1
Hard,Outdoor,72,5.94,1.12,0
Hard,Outdoor,9,2.51,1.51,1
Hard,Outdoor,-72,1.07,8.79,1
Hard,Outdoor,-70,1.24,4.03,1
Hard,Outdoor,-23,1.13,5.88,1
Hard,Outdoor,15,2.11,1.71,0
Hard,Outdoor,102,6.78,1.11,0
Hard,Outdoor,-72,1.79,1.99,0
Hard,Outdoor,12,2.36,1.58,0
Hard,Outdoor,-113,1.05,10.25,1
Hard,Outdoor,49,4.84,1.18,0
Hard,Outdoor,-15,1.38,3.01,1
Hard,Outdoor,144,6.1,1.12,1
Hard,Outdoor,-93,1.36,3.12,1
Hard,Outdoor,-4,1.63,2.27,1
Hard,Outdoor,-11,1.68,2.18,0
Hard,Outdoor,-53,1.29,3.56,1
Hard,Outdoor,-105,1.78,2.02,0
Hard,Outdoor,-25,2.19,1.67,1
Hard,Outdoor,-100,1.04,11.85,1
Hard,Outdoor,4,2.14,1.7,1
Hard,Outdoor,-79,1.6,2.33,0
Hard,Outdoor,-28,1.2,4.57,1
Hard,Outdoor,-6,3.31,1.33,0
Hard,Outdoor,-9,2.81,1.43,0
Hard,Outdoor,-123,1.34,3.25,1
Hard,Outdoor,7,2.38,1.57,0
Hard,Outdoor,18,2.94,1.4,0
Hard,Outdoor,-152,1.06,9.76,1
Hard,Outdoor,-129,1.23,4.19,1
Hard,Outdoor,-18,1.21,4.42,1
Hard,Outdoor,-18,2.43,1.54,0
Hard,Outdoor,-27,1.55,2.45,0
Hard,Outdoor,26,6.8,1.1,0
Hard,Outdoor,-22,1.21,4.44,1
Hard,Outdoor,-4,2.23,1.65,0
Hard,Outdoor,-93,1.18,4.86,1
Hard,Outdoor,-3,1.6,2.32,0
Hard,Outdoor,22,6.37,1.12,0
Hard,Outdoor,-22,1.3,3.56,0
Hard,Outdoor,18,1.42,2.86,0
Hard,Outdoor,24,3.59,1.3,1
Hard,Outdoor,-42,1.04,12.12,0
Hard,Outdoor,-17,1.41,3,1
Hard,Indoor,1,1.56,2.37,0
Hard,Indoor,-53,1.48,2.58,0
Hard,Indoor,52,2.1,1.7,0
Hard,Indoor,84,1.76,2.04,0
Hard,Indoor,16,1.92,1.84,1
Hard,Indoor,-291,1.22,4.11,1
Hard,Indoor,-41,1.54,2.43,0
Hard,Indoor,12,1.26,3.69,1
Hard,Indoor,52,3.37,1.31,1
Hard,Indoor,-78,1.66,2.19,0
Hard,Indoor,-49,2.16,1.67,0
Hard,Indoor,-44,1.55,2.39,1
Hard,Indoor,12,2.67,1.45,1
Hard,Indoor,-270,1.18,4.63,1
Hard,Indoor,-78,1.31,3.39,1
Hard,Indoor,287,3.79,1.26,0
Hard,Indoor,40,2.75,1.44,1
Hard,Indoor,95,2.91,1.39,0
Hard,Indoor,-76,1.37,3.02,1
Hard,Indoor,13,1.82,1.95,1
Hard,Indoor,145,4.27,1.21,0
Hard,Indoor,20,2.78,1.42,0
Hard,Indoor,128,3.19,1.34,1
Hard,Indoor,-150,1.55,2.4,1
Hard,Indoor,-49,1.28,3.61,1
Hard,Indoor,113,3.92,1.25,0
Hard,Indoor,-55,1.68,2.16,0
Hard,Indoor,-4,2.31,1.6,0
Hard,Indoor,56,2.54,1.5,0
Hard,Indoor,47,2.31,1.6,0
Hard,Indoor,-44,1.81,1.98,1
Hard,Outdoor,-18,2.7,1.45,0
Hard,Outdoor,66,3.56,1.28,0
Hard,Outdoor,-77,1.31,3.36,0
Hard,Outdoor,15,1.94,1.83,0
Hard,Outdoor,-13,2.17,1.67,1
Hard,Outdoor,-28,1.7,2.12,0
Hard,Outdoor,126,2.12,1.69,0
Hard,Outdoor,-50,1.72,2.08,1
Hard,Outdoor,-20,1.57,2.36,0
Hard,Outdoor,-53,2.13,1.69,1
Hard,Outdoor,94,3.32,1.31,0
Hard,Outdoor,12,2.2,1.66,1
Hard,Outdoor,-1,1.28,3.57,1
Hard,Outdoor,-54,1.35,3.13,0
Hard,Outdoor,-50,1.92,1.85,1
Hard,Outdoor,-73,1.91,1.85,0
Hard,Outdoor,-82,1.39,2.91,1
Hard,Outdoor,24,1.7,2.12,1
Hard,Outdoor,-82,1.33,3.21,1
Hard,Outdoor,99,2.29,1.61,0
Hard,Outdoor,4,1.43,2.76,1
Hard,Outdoor,41,2.4,1.55,1
Hard,Outdoor,35,2.1,1.7,1
Hard,Outdoor,-6,1.62,2.25,0
Hard,Outdoor,1,2.44,1.55,1
Hard,Outdoor,-19,1.53,2.48,0
Hard,Outdoor,29,1.93,1.85,0
Hard,Outdoor,-10,1.56,2.4,1
Hard,Outdoor,25,1.56,2.4,1
Hard,Outdoor,-24,1.72,2.1,0
Hard,Outdoor,-2,2.47,1.53,0
Hard,Outdoor,-100,1.19,4.45,1
Hard,Outdoor,-34,1.38,2.93,1
Hard,Outdoor,79,3.5,1.29,0
Hard,Outdoor,-29,1.41,2.83,1
Hard,Outdoor,1,1.69,2.13,0
Hard,Outdoor,-14,1.76,2.04,1
Hard,Outdoor,-53,1.61,2.28,0
Hard,Outdoor,-126,1.07,7.78,1
Hard,Outdoor,20,1.94,1.83,0
Hard,Outdoor,34,3,1.37,0
Hard,Outdoor,49,3.15,1.35,0
Hard,Outdoor,92,4.2,1.22,0
Hard,Outdoor,-8,1.53,2.45,1
Hard,Outdoor,80,1.85,1.92,0
Hard,Outdoor,38,2.57,1.49,1
Hard,Outdoor,-89,1.33,3.2,0
Hard,Outdoor,185,5.74,1.13,0
Hard,Outdoor,32,1.8,1.97,0
Hard,Outdoor,98,3.26,1.32,0
Hard,Outdoor,50,2.48,1.52,0
Hard,Outdoor,85,4.32,1.21,0
Hard,Outdoor,-61,1.37,3,1
Hard,Outdoor,39,2.8,1.42,0
Hard,Outdoor,-74,1.09,6.94,1
Hard,Outdoor,-7,2.05,1.75,0
Hard,Outdoor,5,1.69,2.13,0
Hard,Outdoor,45,2.54,1.5,0
Hard,Outdoor,-72,1.07,8.17,0
Hard,Outdoor,31,2.16,1.68,0
Hard,Outdoor,-53,1.53,2.48,0
Hard,Outdoor,-49,1.55,2.42,1
Hard,Outdoor,-12,1.49,2.57,1
Hard,Outdoor,-40,1.28,3.58,1
Hard,Outdoor,-26,1.43,2.74,1
Hard,Outdoor,-30,1.36,3.05,1
Hard,Outdoor,162,7.55,1.08,0
Hard,Outdoor,13,1.48,2.6,0
Hard,Outdoor,-89,1.12,5.82,1
Hard,Outdoor,-1,1.96,1.82,1
Hard,Outdoor,-43,1.51,2.51,0
Hard,Outdoor,-152,1.29,3.52,1
Hard,Outdoor,-28,1.5,2.52,1
Hard,Outdoor,-236,1.04,10.84,1
Hard,Outdoor,-573,1.08,7.4,1
Hard,Outdoor,19,2.71,1.44,1
Hard,Outdoor,82,1.86,1.9,1
Hard,Outdoor,-174,1.62,2.26,1
Hard,Outdoor,-34,1.31,3.38,1
Hard,Outdoor,11,1.71,2.11,0
Hard,Outdoor,-30,1.76,2.02,1
Hard,Outdoor,-5,1.75,2.04,0
Hard,Outdoor,-63,1.51,2.5,0
Hard,Outdoor,40,5.37,1.14,0
Hard,Outdoor,-56,1.33,3.23,0
Hard,Outdoor,-31,1.82,1.94,1
Hard,Outdoor,-16,1.77,2.03,1
Hard,Outdoor,-33,1.56,2.39,1
Hard,Outdoor,44,1.52,2.51,0
Hard,Outdoor,104,5.1,1.16,1
Hard,Outdoor,-105,1.57,2.38,0
Hard,Outdoor,-29,1.49,2.59,1
Hard,Outdoor,-107,1.51,2.53,1
Hard,Outdoor,-142,1.33,3.25,1
Hard,Outdoor,1,2.1,1.71,1
Hard,Outdoor,32,4.37,1.2,0
Hard,Outdoor,40,2.58,1.49,1
Hard,Outdoor,-29,1.26,3.73,1
Hard,Outdoor,4,2.3,1.6,0
Hard,Outdoor,-30,1.17,4.83,1
Hard,Outdoor,73,1.64,2.22,0
Hard,Outdoor,6,1.94,1.82,0
Hard,Outdoor,195,5.01,1.16,0
Hard,Outdoor,-185,1.06,8.57,1
Hard,Outdoor,37,3.46,1.29,0
Hard,Outdoor,-32,1.39,2.95,1
Hard,Outdoor,-7,1.48,2.59,1
Hard,Outdoor,-28,1.13,5.77,1
Hard,Outdoor,62,3.98,1.24,0
Hard,Outdoor,38,1.55,2.42,1
Hard,Outdoor,-69,1.36,3.09,1
Hard,Outdoor,3,2.53,1.51,0
Hard,Outdoor,24,3.05,1.37,0
Hard,Outdoor,7,1.72,2.1,1
Hard,Outdoor,3,1.59,2.34,0
Hard,Outdoor,-2,3.28,1.33,0
Hard,Outdoor,-36,1.49,2.57,0
Hard,Outdoor,9,1.74,2.09,1
Hard,Outdoor,-35,1.4,2.92,1
Hard,Outdoor,-2,2.16,1.7,1
Hard,Outdoor,-42,1.47,2.63,1
Hard,Outdoor,61,2.95,1.38,0
Hard,Outdoor,-58,1.73,2.07,1
Hard,Outdoor,9,1.52,2.48,0
Hard,Outdoor,28,2.47,1.52,1
Hard,Outdoor,-4,3.24,1.33,0
Hard,Outdoor,6,2.27,1.61,1
Hard,Outdoor,-100,3.58,1.28,0
Hard,Outdoor,-73,1.33,3.22,1
Hard,Outdoor,-99,1.43,2.76,0
Hard,Outdoor,8,3.22,1.33,1
Hard,Outdoor,-82,1.25,3.83,1
Hard,Outdoor,-62,1.24,3.89,1
Hard,Outdoor,-46,1.43,2.75,0
Hard,Outdoor,287,1.58,2.33,1
Hard,Outdoor,-39,1.66,2.19,0
Hard,Outdoor,8,1.62,2.24,1
Hard,Outdoor,4,2.49,1.52,1
Hard,Outdoor,166,4.13,1.22,0
Hard,Outdoor,134,1.75,2.04,1
Hard,Outdoor,36,2.78,1.42,1
Hard,Outdoor,15,2.91,1.39,1
Hard,Outdoor,79,2.47,1.52,1
Hard,Outdoor,-237,4.05,1.23,0
Hard,Outdoor,28,1.99,1.78,1
Hard,Outdoor,-86,2.63,1.47,1
Hard,Outdoor,-275,2.78,1.42,1
Hard,Outdoor,-32,1.43,2.78,0
Hard,Outdoor,11,2.16,1.68,1
Hard,Outdoor,44,2.34,1.58,1
Hard,Outdoor,20,2.03,1.77,0
Hard,Outdoor,14,3.52,1.29,0
Hard,Outdoor,63,4.77,1.17,1
Hard,Outdoor,-50,1.95,1.83,0
Hard,Outdoor,-20,1.61,2.27,1
Hard,Outdoor,-34,1.47,2.62,1
Hard,Outdoor,-61,1.17,4.8,1
Hard,Outdoor,1,2.47,1.53,1
Hard,Outdoor,14,2.31,1.6,1
Hard,Outdoor,22,1.87,1.89,1
Hard,Outdoor,-51,1.06,9.1,1
Hard,Outdoor,109,3.22,1.33,0
Hard,Outdoor,-59,1.26,3.72,1
Hard,Outdoor,-46,1.12,6.04,1
Hard,Outdoor,2,1.42,2.81,0
Hard,Outdoor,-29,1.21,4.25,1
Hard,Outdoor,35,2.8,1.41,0
Hard,Outdoor,50,3.31,1.31,0
Hard,Outdoor,88,3.13,1.35,0
Hard,Outdoor,11,2.04,1.75,0
Hard,Outdoor,-17,1.82,1.95,0
Hard,Outdoor,54,3.37,1.3,0
Hard,Outdoor,40,5.61,1.13,0
Hard,Outdoor,16,2.67,1.45,0
Hard,Outdoor,17,2.08,1.72,1
Hard,Outdoor,-72,1.55,2.41,1
Hard,Outdoor,-38,1.22,4.19,0
Hard,Outdoor,29,3.31,1.32,0
Hard,Outdoor,-12,1.36,3.08,1
Hard,Outdoor,-10,1.55,2.42,0
Hard,Outdoor,-25,1.34,3.17,1
Hard,Outdoor,37,2.22,1.64,0
Hard,Outdoor,10,2.25,1.63,1
Hard,Outdoor,19,2.82,1.42,1
Hard,Outdoor,-18,1.31,3.35,0
Hard,Outdoor,43,3.91,1.24,1
Hard,Outdoor,-8,1.79,1.99,1
Hard,Outdoor,-32,1.25,3.88,1
Hard,Outdoor,-22,1.67,2.17,1
Hard,Outdoor,33,5.24,1.15,0
Hard,Outdoor,30,4.4,1.2,0
Hard,Outdoor,1,2.13,1.69,0
Hard,Outdoor,-14,3.59,1.28,0
Hard,Outdoor,-14,1.38,3,0
Hard,Outdoor,-2,1.72,2.1,0
Hard,Outdoor,-64,1.2,4.38,0
Hard,Outdoor,8,1.61,2.27,0
Hard,Outdoor,-20,1.22,4.17,1
Hard,Outdoor,8,2.16,1.68,1
Hard,Outdoor,6,1.74,2.07,1
Hard,Outdoor,-21,1.31,3.41,1
Hard,Outdoor,-42,1.36,3.11,1
Hard,Outdoor,36,5.03,1.17,0
Hard,Outdoor,6,1.55,2.42,1
Hard,Outdoor,-5,2,1.8,1
Hard,Outdoor,-16,1.73,2.09,0
Hard,Outdoor,-14,2.12,1.7,1
Hard,Outdoor,-5,2.21,1.64,1
Hard,Outdoor,-9,1.59,2.32,1
Hard,Outdoor,-25,1.4,2.87,1
Hard,Outdoor,-101,1.14,5.44,1
Hard,Outdoor,-70,1.36,3.05,0
Hard,Outdoor,-138,1.36,3.05,1
Hard,Outdoor,152,7.3,1.08,0
Hard,Outdoor,-27,1.26,3.71,0
Hard,Outdoor,24,1.79,1.98,0
Hard,Outdoor,-20,1.76,2.03,0
Hard,Outdoor,-18,1.6,2.28,1
Hard,Outdoor,39,2.89,1.39,1
Hard,Outdoor,61,1.78,2,1
Hard,Outdoor,51,1.95,1.82,1
Hard,Outdoor,-16,1.2,4.43,0
Hard,Outdoor,29,2.11,1.7,1
Hard,Outdoor,-26,1.42,2.79,1
Hard,Outdoor,-61,1.25,3.79,1
Hard,Outdoor,33,5.26,1.15,0
Hard,Outdoor,-46,2.12,1.69,0
Hard,Outdoor,-96,1.06,8.84,0
Hard,Outdoor,-81,1.14,5.55,1
Hard,Outdoor,-16,1.51,2.51,0
Hard,Outdoor,54,2.64,1.46,1
Hard,Outdoor,21,3.16,1.34,0
Hard,Outdoor,17,2.29,1.6,0
Hard,Outdoor,-24,1.2,4.38,1
Hard,Outdoor,-38,1.29,3.48,1
Hard,Outdoor,66,2.86,1.41,0
Hard,Outdoor,-94,1.45,2.66,1
Hard,Outdoor,-14,1.59,2.31,0
Hard,Outdoor,-45,1.17,4.79,1
Hard,Outdoor,-4,1.61,2.28,0
Hard,Outdoor,102,8.31,1.06,0
Hard,Outdoor,8,3.4,1.3,0
Hard,Outdoor,45,5.13,1.15,0
Hard,Outdoor,19,1.85,1.92,0
Hard,Outdoor,30,3.47,1.3,0
Hard,Outdoor,4,1.74,2.06,0
Hard,Outdoor,-60,1.39,2.93,1
Hard,Outdoor,1,1.94,1.83,1
Hard,Outdoor,67,4.42,1.25,1
Hard,Outdoor,69,3.46,1.3,0
Hard,Outdoor,-1,2.06,1.74,1
Hard,Outdoor,11,2.29,1.61,0
Hard,Outdoor,5,1.83,1.94,1
Hard,Outdoor,-1,1.63,2.25,1
Hard,Outdoor,-74,1.32,3.31,0
Hard,Outdoor,25,2.17,1.67,1
Hard,Outdoor,-75,1.24,3.95,1
Hard,Outdoor,-18,1.3,3.49,1
Hard,Outdoor,3,1.94,1.83,0
Hard,Outdoor,-2,2.34,1.58,1
Hard,Outdoor,-17,1.37,3.06,1
Hard,Outdoor,-85,1.34,3.2,1
Hard,Outdoor,2,2.99,1.38,1
Hard,Outdoor,-3,1.98,1.81,1
Hard,Outdoor,12,2.92,1.4,0
Hard,Outdoor,22,2.32,1.59,1
Hard,Outdoor,-100,1.23,3.96,1
Hard,Outdoor,33,1.48,2.58,1
Hard,Outdoor,-109,1.38,2.95,0
Hard,Outdoor,-38,1.53,2.43,1
Hard,Outdoor,-15,1.66,2.17,1
Hard,Outdoor,51,3.17,1.34,0
Hard,Outdoor,-125,1.11,6.33,1
Hard,Outdoor,102,7.05,1.09,0
Hard,Outdoor,171,8.97,1.06,0
Hard,Outdoor,-130,1.25,3.78,1
Hard,Outdoor,-227,1.17,4.77,1
Hard,Outdoor,-185,1.05,9.39,1
Hard,Outdoor,80,2.5,1.51,1
Hard,Outdoor,120,1.81,1.96,0
Hard,Outdoor,103,6.48,1.1,0
Hard,Outdoor,-51,1.52,2.48,1
Hard,Outdoor,184,4.92,1.16,0
Hard,Outdoor,64,3.51,1.29,0
Hard,Outdoor,-231,1.06,8.65,1
Hard,Outdoor,-42,1.62,2.25,1
Hard,Outdoor,199,8.31,1.07,0
Hard,Outdoor,129,5.13,1.15,0
Hard,Outdoor,-73,1.08,7.39,1
Hard,Outdoor,-33,1.36,3.1,1
Hard,Outdoor,26,4.02,1.23,0
Hard,Outdoor,-29,1.24,3.93,1
Hard,Outdoor,12,2.53,1.51,0
Hard,Outdoor,-19,1.35,3.13,1
Hard,Outdoor,-10,1.54,2.46,0
Hard,Outdoor,-15,1.38,3.03,0
Hard,Indoor,-41,1.76,2.02,0
Hard,Indoor,16,1.74,2.05,1
Hard,Indoor,66,2.23,1.63,1
Hard,Indoor,-5,1.79,1.99,1
Hard,Indoor,-19,1.52,2.49,1
Hard,Indoor,52,2.72,1.44,0
Hard,Indoor,-6,2.05,1.74,0
Hard,Indoor,-48,1.63,2.23,1
Hard,Indoor,41,3.33,1.32,0
Hard,Indoor,-88,1.16,5.12,0
Hard,Indoor,-48,1.4,2.86,1
Hard,Indoor,-202,1.12,5.9,1
Hard,Indoor,-47,1.69,2.13,1
Hard,Indoor,-39,1.32,3.3,0
Hard,Indoor,82,2.56,1.49,1
Hard,Indoor,-57,1.21,4.29,1
Hard,Indoor,5,1.5,2.52,0
Hard,Indoor,40,2.71,1.44,1
Hard,Indoor,-23,2.47,1.52,0
Hard,Indoor,9,1.97,1.81,1
Hard,Indoor,-136,1.29,3.54,1
Hard,Indoor,50,2.06,1.74,1
Hard,Indoor,99,4.18,1.21,1
Hard,Indoor,20,2.06,1.73,1
Hard,Indoor,45,2.04,1.76,1
Hard,Indoor,-17,1.67,2.18,0
Hard,Indoor,52,1.93,1.84,1
Hard,Indoor,-70,1.32,3.29,1
Hard,Indoor,-59,1.72,2.1,0
Hard,Indoor,81,3.3,1.33,0
Hard,Indoor,89,3.36,1.32,0
Hard,Outdoor,94,4.62,1.18,1
Hard,Outdoor,115,3.88,1.25,0
Hard,Outdoor,19,1.79,1.97,0
Hard,Outdoor,8,2.04,1.76,1
Hard,Outdoor,10,2.32,1.58,0
Hard,Outdoor,-141,1.13,5.73,1
Hard,Outdoor,32,1.48,2.58,0
Hard,Outdoor,-66,1.31,3.32,1
Hard,Outdoor,78,2.92,1.39,0
Hard,Outdoor,4,1.39,2.9,0
Hard,Outdoor,-147,1.93,1.83,1
Hard,Outdoor,-77,1.55,2.4,1
Hard,Outdoor,-406,1.07,8.25,0
Hard,Outdoor,173,2.86,1.4,0
Hard,Outdoor,-155,1.1,6.72,1
Hard,Outdoor,-204,1.05,9.67,1
Hard,Outdoor,61,3.74,1.26,0
Hard,Outdoor,25,1.68,2.15,0
Hard,Outdoor,-17,1.82,1.95,1
Hard,Outdoor,-49,1.41,2.83,1
Hard,Outdoor,291,2.49,1.52,0
Hard,Outdoor,-19,2.02,1.77,0
Hard,Outdoor,29,1.7,2.11,1
Hard,Outdoor,98,10.55,1.04,0
Hard,Outdoor,-63,1.36,3.07,0
Hard,Outdoor,-59,1.43,2.75,1
Hard,Outdoor,-48,1.55,2.4,1
Hard,Outdoor,-97,1.09,7.04,1
Hard,Outdoor,-15,2.18,1.67,1
Hard,Outdoor,9,3.52,1.29,0
Hard,Outdoor,69,8.9,1.06,0
Hard,Indoor,-6,2.62,1.48,0
Hard,Indoor,469,6.24,1.11,0
Hard,Indoor,-72,1.14,5.43,0
Hard,Indoor,27,2.14,1.69,1
Hard,Indoor,37,3.21,1.34,0
Hard,Indoor,-6,1.66,2.18,1
Hard,Indoor,86,2.58,1.48,0
Hard,Indoor,-170,1.16,5.03,1
Hard,Indoor,-58,2,1.78,0
Hard,Indoor,-42,1.21,4.31,1
Hard,Indoor,-84,1.33,3.24,1
Hard,Indoor,58,1.84,1.93,1
Hard,Indoor,-39,1.49,2.57,0
Hard,Indoor,-12,1.49,2.57,1
Hard,Indoor,91,4.12,1.22,1
Hard,Indoor,-145,1.18,4.64,1
Hard,Indoor,18,4.11,1.22,0
Hard,Indoor,51,1.97,1.8,1
Hard,Indoor,28,2.71,1.44,1
Hard,Indoor,14,2.59,1.48,0
Hard,Indoor,52,2.63,1.47,1
Hard,Indoor,3,2.93,1.39,1
Hard,Indoor,88,4.47,1.19,0
Hard,Indoor,-35,1.19,4.48,0
Hard,Indoor,-14,1.93,1.84,1
Hard,Indoor,47,1.91,1.87,1
Hard,Indoor,5,2.27,1.62,1
Hard,Indoor,70,5.07,1.16,1
Hard,Indoor,93,3.09,1.37,0
Hard,Indoor,45,2.7,1.46,1
Hard,Indoor,37,2.92,1.4,1
Hard,Indoor,78,3.3,1.32,0
Hard,Indoor,-23,1.54,2.42,1
Hard,Indoor,-63,1.33,3.23,1
Hard,Indoor,-57,1.76,2.01,1
Hard,Indoor,-22,2.56,1.49,0
Hard,Indoor,122,6.08,1.12,0
Hard,Indoor,77,2.16,1.67,0
Hard,Indoor,-64,1.73,2.07,0
Hard,Indoor,-14,1.37,3.07,1
Hard,Indoor,5,2.16,1.67,0
Hard,Indoor,38,4.23,1.21,0
Hard,Indoor,43,6.35,1.11,0
Hard,Indoor,-19,2.3,1.6,1
Hard,Indoor,-22,1.72,2.08,0
Hard,Indoor,11,2.15,1.68,1
Hard,Indoor,39,2.01,1.78,1
Hard,Indoor,-28,1.73,2.08,1
Hard,Indoor,75,2.27,1.62,1
Hard,Indoor,-119,1.31,3.37,0
Hard,Indoor,75,4.74,1.18,0
Hard,Indoor,29,2.01,1.77,1
Hard,Indoor,90,2.87,1.4,1
Hard,Indoor,102,4.34,1.21,0
Hard,Indoor,-35,1.7,2.11,1
Hard,Indoor,73,3.15,1.35,0
Hard,Indoor,5,2.57,1.5,0
Hard,Indoor,1,1.87,1.91,1
Hard,Indoor,6,2.96,1.39,0
Hard,Indoor,-2,2.01,1.79,1
Hard,Indoor,-6,1.3,3.45,1
Hard,Indoor,2,1.85,1.94,1
Hard,Indoor,2,3.85,1.26,1
Hard,Indoor,-2,1.71,2.14,0
Hard,Indoor,-4,1.42,2.85,1
Hard,Indoor,-4,1.72,2.12,1
Hard,Indoor,-4,1.49,2.59,0
Hard,Indoor,-4,1.34,3.24,1
Hard,Indoor,-2,1.55,2.43,1
Hard,Indoor,2,3.72,1.27,1
Hard,Indoor,-3,1.53,2.49,0
Hard,Indoor,1,3.05,1.38,1
Hard,Indoor,-1,1.64,2.26,0
Hard,Indoor,8,2.2,1.66,0
Hard,Indoor,3,1.6,2.32,1
Hard,Indoor,4,1.96,1.82,0
Hard,Indoor,-11,2.27,1.62,1
Hard,Indoor,8,1.57,2.38,0
Hard,Indoor,-12,1.69,2.15,1
Hard,Indoor,64,9.37,1.05,0
Hard,Indoor,9,2.66,1.47,1
Hard,Indoor,-5,1.63,2.24,1
Hard,Indoor,-8,1.74,2.06,0
Hard,Indoor,13,2.73,1.44,1
Hard,Indoor,-56,1.18,4.71,1
Hard,Indoor,4,3.34,1.32,0
Hard,Indoor,7,2.22,1.65,0
Hard,Indoor,2,2.4,1.56,0
Hard,Outdoor,-28,1.72,2.1,0
Hard,Outdoor,-10,1.79,2,1
Hard,Outdoor,20,2.8,1.42,0
Hard,Outdoor,12,1.96,1.81,0
Hard,Outdoor,-25,1.51,2.52,0
Hard,Outdoor,-43,1.34,3.15,1
Hard,Outdoor,-39,1.44,2.71,0
Hard,Outdoor,9,2.16,1.67,1
Hard,Outdoor,-3,1.53,2.47,1
Hard,Outdoor,-58,2.15,1.68,0
Hard,Outdoor,62,2.4,1.55,0
Hard,Outdoor,-25,1.86,1.9,0
Hard,Outdoor,40,5.32,1.14,0
Hard,Outdoor,68,4.6,1.19,1
Hard,Outdoor,-106,1.11,6.29,0
Hard,Outdoor,-58,1.57,2.36,0
Hard,Outdoor,-34,1.26,3.78,1
Hard,Outdoor,147,3.64,1.28,1
Hard,Outdoor,9,1.33,3.22,0
Hard,Outdoor,-38,1.65,2.2,0
Hard,Outdoor,-9,2.38,1.57,0
Hard,Outdoor,-8,1.57,2.36,0
Hard,Outdoor,-66,1.89,1.87,1
Hard,Outdoor,46,4.22,1.21,0
Hard,Outdoor,-87,1.78,2.01,0
Hard,Outdoor,-16,1.42,2.8,1
Hard,Outdoor,-92,1.26,3.84,1
Hard,Outdoor,-52,1.09,7.05,1
Hard,Outdoor,122,2.33,1.6,0
Hard,Outdoor,-13,1.33,3.24,0
Hard,Outdoor,-20,1.48,2.64,1
Hard,Outdoor,21,2.21,1.64,1
Hard,Outdoor,3,2.08,1.73,0
Hard,Outdoor,16,2.02,1.77,1
Hard,Outdoor,-14,1.61,2.29,0
Hard,Outdoor,22,3.65,1.27,0
Hard,Outdoor,194,4.46,1.2,0
Hard,Outdoor,-6,2.42,1.55,1
Hard,Outdoor,-52,1.34,3.2,1
Hard,Outdoor,-49,1.73,2.07,1
Hard,Outdoor,-6,1.45,2.7,1
Hard,Outdoor,-25,1.3,3.45,1
Hard,Outdoor,120,2.99,1.38,0
Hard,Outdoor,-93,1.14,5.37,1
Hard,Outdoor,38,2.53,1.49,0
Hard,Outdoor,-23,1.82,1.95,1
Hard,Outdoor,-15,1.4,2.89,1
Hard,Outdoor,14,2.09,1.73,0
